Id;KodePos;Kelurahan;Kecamatan;Jenis;Kabupaten;Propinsi
2176;24651;Terutung Mbelang;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2177;24651;Terutung Pedi;Babussalam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2178;24651;Tualang Lama;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2179;24651;Ujung Barat;Babussalam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2180;24652;Aunan Sepakat;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2181;24652;Badar Indah;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2182;24652;Batu Mberong;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2183;24652;Bener Mepapah;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2184;24652;Bintang Bener;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2185;24652;Bukit Mbakhu;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2186;24652;Datok Pining;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2187;24652;Deleng Damar;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2188;24652;Deleng Megakhe;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2189;24652;Gusung Batu;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2190;24652;Jambur Lak Lak;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2191;24652;Jati Rasa;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2192;24652;Jongar;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2193;24652;Kampung Baru;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2194;24652;Kati Maju;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2195;24652;Kaya Pangur;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2196;24652;Kayu Mentangur;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2197;24652;Ketambe;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2198;24652;Kumbang Indah;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2199;24652;Kumbang Jaya;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2200;24652;Kuta/Kute Pasir;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2201;24652;Kuta/Kute Tinggi;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2202;24652;Lawe Aunan;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2203;24652;Lawe Bekhingin;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2204;24652;Lawe Bekung;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2205;24652;Lawe Bekung Tampahan;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2206;24652;Lawe Ger Ger;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2207;24652;Lawe Mengkudu;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2208;24652;Lawe Penanggalan;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2209;24652;Lawe Sekekhah;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2210;24652;Lawe Sembekan;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2211;24652;Lembah Alas;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2212;24652;Louser;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2213;24652;Natam;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2214;24652;Natam Baru;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2215;24652;Penungkunen;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2216;24652;Penyeberangan Cingkam;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2217;24652;Peranginan;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2218;24652;Purwodadi;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2219;24652;Ranto Dior/Diur;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2220;24652;Rumah Bundar;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2221;24652;Salang Alas;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2222;24652;Salang Baru;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2223;24652;Salang Muara;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2224;24652;Salang Sigotom;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2225;24652;Sepakat;Deleng Pokhisen;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2226;24652;Simpang III Jongar;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2227;24652;Simpur Jaya;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2228;24652;Suka Rimbun;Ketambe;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2229;24652;Tanah Merah;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2230;24652;Tanoh Megakhe;Badar;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2231;24653;Buntul Kendawi;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2232;24653;Darul Makmur;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2233;24653;Gulo;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2234;24653;Istiqomah;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2235;24653;Kitei Meranggun;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2236;24653;Kokhtan Jaya;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2237;24653;Kuning Abadi;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2238;24653;Kute Rambe;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2239;24653;Kute Ujung;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2240;24653;Lawe Mamas Indah;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2241;24653;Lawe Pinis;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2242;24653;Lawe Stul/Setul;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2243;24653;Makmur Jaya;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2244;24653;Mamas;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2245;24653;Mamas Baru;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2246;24653;Pulo Gadung;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2247;24653;Pulo Piku;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2248;24653;Rambung Jaya;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2249;24653;Rambung Teldak;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2250;24653;Serimuda;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2251;24653;Simpang Empat Tanjung;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2252;24653;Tanjung Aman;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2253;24653;Tanjung Lama;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2254;24653;Tanjung Leuser;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2255;24653;Tanjung Mbakhu;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2256;24653;Tanjung Muda;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2257;24653;Terutung Kute;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2258;24653;Ujung Baru;Darul Hasanah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2259;24661;Alukh Nangke;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2260;24661;Alur Langsat;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2261;24661;Batu Hamparan;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2262;24661;Darul Amin;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2263;24661;Deleng Kukusen;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2264;24661;Engkeran;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2265;24661;Jambukh Pekhmate;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2266;24661;Khutung Mbelang;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2267;24661;Kubu;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2268;24661;Kuta Batu Baru;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2269;24661;Kuta Batu I;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2270;24661;Kuta Batu II;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2271;24661;Kuta Cingkam I;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2272;24661;Kuta Cingkam II;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2273;24661;Kute Mejile;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2274;24661;Lawe Konker Hilir;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2275;24661;Lawe Konker/Kongkir;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2276;24661;Lawe Lubang Indah;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2277;24661;Lawe Sempilang;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2278;24661;Lawe Tungkal;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2279;24661;Muara Baru;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2280;24661;Ngkeran;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2281;24661;Pasikh Nunang;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2282;24661;Pasikh Pekhmate;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2283;24661;Pasir Bangun;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2284;24661;Pasir Nunggul;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2285;24661;Paye Munje;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2286;24661;Perapat Batu Nunggul;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2287;24661;Pintu Khimbe;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2288;24661;Pulo Gadung;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2289;24661;Pulo Ndadap;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2290;24661;Pulo Sepang;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2291;24661;Rambah Sayang;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2292;24661;Rih Mbelang (Mebelang);Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2293;24661;Rumah Kampung;Lawe Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2294;24661;Rumah Luar;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2295;24661;Salim Pinim II;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2296;24661;Stambul Jaya;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2297;24661;Timang Khase;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2298;24671;Alur Buluh (Kuta Buluh);Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2299;24671;Amaliah;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2300;24671;Ampera;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2301;24671;Bambel;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2302;24671;Bambel Baru;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2303;24671;Bambel Gabungan;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2304;24671;Berandang;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2305;24671;Biak Muli;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2306;24671;Biak Muli Bakhu;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2307;24671;Biak Muli Pantai Raja;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2308;24671;Biak Muli Sejahtera;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2309;24671;Buah Pala;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2310;24671;Cinta Damai;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2311;24671;Darul Imami;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2312;24671;Darussalam;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2313;24671;Empat Lima;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2314;24671;Gumpang;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2315;24671;Gumpang Jaya;Babussalam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2316;24671;Kerukunan;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2317;24671;Kisam;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2318;24671;Kisam Kute Pasir;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2319;24671;Kisam Kute Rambe;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2320;24671;Kisam Lestari;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2321;24671;Kuning I;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2322;24671;Kuning II;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2323;24671;Kuta Lengat Pagan;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2324;24671;Kuta Lengat Selian;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2325;24671;Kuta Lingga;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2326;24671;Kute Antara;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2327;24671;Kute Buluh;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2328;24671;Kute Bunin;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2329;24671;Kute Gekhat;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2330;24671;Kute Lang Lang;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2331;24671;Kute Lang Lang Bakhu;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2332;24671;Kute Lesung;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2333;24671;Kute Seri;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2334;24671;Lawe Dua Gabungan;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2335;24671;Lawe Hijo;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2336;24671;Lawe Hijo Metuah;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2337;24671;Lawe Polak;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2338;24671;Lawe Sumur;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2339;24671;Lawe Sumur Baru;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2340;24671;Lawe Sumur Sepakat;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2341;24671;Lembah Haji;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2342;24671;Likat;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2343;24671;Maha Singkil;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2344;24671;Mbak Sako;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2345;24671;Pancakh Iman;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2346;24671;Paya Khambung;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2347;24671;Pedesi;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2348;24671;Pejuang;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2349;24671;Penosan;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2350;24671;Pinding;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2351;24671;Pulo Kedondong;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2352;24671;Pulo Perengge;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2353;24671;Rema;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2354;24671;Rikit;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2355;24671;Rikit Bur;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2356;24671;Rikit Bur II;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2357;24671;Sebudi Jaya;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2358;24671;Setia Baru;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2359;24671;Teger Miko;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2360;24671;Tembilakh Bakhu;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2361;24671;Tenembak Bintang;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2362;24671;Tengku Mbelin;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2363;24671;Terutung Megakhe Bakhu;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2364;24671;Terutung Megara Asli;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2365;24671;Terutung Megara Lawe Pasaran;Lawe Sumur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2366;24671;Terutung Payung Gabungan;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2367;24671;Terutung Payung Hilir;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2368;24671;Terutung Payung Hulu;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2369;24671;Terutung Seperai;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2370;24671;Tualang Baru;Bukit Tusam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2371;24671;Tualang Sembilar;Bambel;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2372;24673;Akhih Majile;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2373;24673;Alas Mesikhat;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2374;24673;Alukh Bakhu;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2375;24673;Alur Baning;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2376;24673;Bintang Alga Musara;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2377;24673;Bukit Bintang Indah;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2378;24673;Bukit Mekhiah;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2379;24673;Bukit Merdeka;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2380;24673;Bukit Sepakat;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2381;24673;Bunbun Alas;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2382;24673;Bunbun Indah War;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2383;24673;Cinta Damai;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2384;24673;Cinta Makmur;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2385;24673;Darul Aman;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2386;24673;Desky Jaya;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2387;24673;Dolok Nauli;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2388;24673;Enmya Batu Dua Ratus;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2389;24673;Gabungan Parsaoran;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2390;24673;Gaya Jaya;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2391;24673;Gaye Sendah;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2392;24673;Gelah Musara;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2393;24673;Gunung Pak-Pak;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2394;24673;Hakhapen;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2395;24673;Jambur Damar;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2396;24673;Kane Mende;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2397;24673;Karya Indah;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2398;24673;Kayu Mbelin;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2399;24673;Kedataran Gabungan;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2400;24673;Kertimbang;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2401;24673;Khambung Tubung;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2402;24673;Kompas;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2403;24673;Kuta/Kute Lang-Lang;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2404;24673;Kute Bakti;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2405;24673;Kute Makmur;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2406;24673;Kute Serke;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2407;24673;Kute/Kuta Tengah;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2408;24673;Laut Tawar;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2409;24673;Lawe Desky Sabas;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2410;24673;Lawe Desky Tongah;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2411;24673;Lawe Desky/Deski I;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2412;24673;Lawe Kesumpat;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
