Id;KodePos;Kelurahan;Kecamatan;Jenis;Kabupaten;Propinsi
23151;41181;Cilandak;Cibatu;Kab.;Purwakarta;Jawa Barat
23152;41181;Cimahi;Campaka;Kab.;Purwakarta;Jawa Barat
23153;41181;Cinangka;Bungursari;Kab.;Purwakarta;Jawa Barat
23154;41181;Cipancur;Cibatu;Kab.;Purwakarta;Jawa Barat
23155;41181;Ciparungsari;Cibatu;Kab.;Purwakarta;Jawa Barat
23156;41181;Cipinang;Cibatu;Kab.;Purwakarta;Jawa Barat
23157;41181;Cirangkong;Cibatu;Kab.;Purwakarta;Jawa Barat
23158;41181;Cirende;Campaka;Kab.;Purwakarta;Jawa Barat
23159;41181;Cisaat;Campaka;Kab.;Purwakarta;Jawa Barat
23160;41181;Ciwangi;Bungursari;Kab.;Purwakarta;Jawa Barat
23161;41181;Dangdeur;Bungursari;Kab.;Purwakarta;Jawa Barat
23162;41181;Karangmukti;Bungursari;Kab.;Purwakarta;Jawa Barat
23163;41181;Karyamekar;Cibatu;Kab.;Purwakarta;Jawa Barat
23164;41181;Kertamukti;Campaka;Kab.;Purwakarta;Jawa Barat
23165;41181;Wanakerta;Bungursari;Kab.;Purwakarta;Jawa Barat
23166;41181;Wanawali;Cibatu;Kab.;Purwakarta;Jawa Barat
23167;54112;Mranti;Purworejo;Kab.;Purworejo;Jawa Tengah
23168;54112;Paduroso;Purworejo;Kab.;Purworejo;Jawa Tengah
23169;54113;Sindurjan;Purworejo;Kab.;Purworejo;Jawa Tengah
23170;54114;Doplang;Purworejo;Kab.;Purworejo;Jawa Tengah
23171;54114;Pangenjuru Tengah;Purworejo;Kab.;Purworejo;Jawa Tengah
23172;54115;Pangenrejo;Purworejo;Kab.;Purworejo;Jawa Tengah
23173;54116;Kedungsari;Butuh;Kab.;Purworejo;Jawa Tengah
23174;54117;Cangkrep Kidul;Purworejo;Kab.;Purworejo;Jawa Tengah
23175;54117;Cangkrep Lor;Purworejo;Kab.;Purworejo;Jawa Tengah
23176;54118;Baledono;Purworejo;Kab.;Purworejo;Jawa Tengah
23177;54118;Tambakrejo;Purworejo;Kab.;Purworejo;Jawa Tengah
23178;54119;Brenggong;Purworejo;Kab.;Purworejo;Jawa Tengah
23179;54119;Donorati;Purworejo;Kab.;Purworejo;Jawa Tengah
23180;54119;Ganggeng;Purworejo;Kab.;Purworejo;Jawa Tengah
23181;54119;Kedung Sari;Purworejo;Kab.;Purworejo;Jawa Tengah
23182;54119;Keseneng;Purworejo;Kab.;Purworejo;Jawa Tengah
23183;54119;Mudal;Purworejo;Kab.;Purworejo;Jawa Tengah
23184;54119;Pacekelan;Purworejo;Kab.;Purworejo;Jawa Tengah
23185;54119;Plipir;Purworejo;Kab.;Purworejo;Jawa Tengah
23186;54119;Semawung;Purworejo;Kab.;Purworejo;Jawa Tengah
23187;54119;Sido Mulyo;Purworejo;Kab.;Purworejo;Jawa Tengah
23188;54119;Sidorejo;Purworejo;Kab.;Purworejo;Jawa Tengah
23189;54119;Sudimoro;Purworejo;Kab.;Purworejo;Jawa Tengah
23190;54119;Wonoroto;Purworejo;Kab.;Purworejo;Jawa Tengah
23191;54119;Wonotulus;Purworejo;Kab.;Purworejo;Jawa Tengah
23192;54151;Purworejo;Purworejo;Kab.;Purworejo;Jawa Tengah
23193;54171;Bajangrejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23194;54171;Banyu Urip;Banyuurip;Kab.;Purworejo;Jawa Tengah
23195;54171;Bencorejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23196;54171;Boro Kulon;Banyuurip;Kab.;Purworejo;Jawa Tengah
23197;54171;Boro Wetan;Banyuurip;Kab.;Purworejo;Jawa Tengah
23198;54171;Candingasinan;Banyuurip;Kab.;Purworejo;Jawa Tengah
23199;54171;Candisari;Banyuurip;Kab.;Purworejo;Jawa Tengah
23200;54171;Cengkawakrejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23201;54171;Condongsari;Banyuurip;Kab.;Purworejo;Jawa Tengah
23202;54171;Golok;Banyuurip;Kab.;Purworejo;Jawa Tengah
23203;54171;Kertosono;Banyuurip;Kab.;Purworejo;Jawa Tengah
23204;54171;Kledung Karangdalem;Banyuurip;Kab.;Purworejo;Jawa Tengah
23205;54171;Kledung Kradenan;Banyuurip;Kab.;Purworejo;Jawa Tengah
23206;54171;Kliwonan;Banyuurip;Kab.;Purworejo;Jawa Tengah
23207;54171;Malangrejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23208;54171;Pakisrejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23209;54171;Popongan;Banyuurip;Kab.;Purworejo;Jawa Tengah
23210;54171;Sawit;Banyuurip;Kab.;Purworejo;Jawa Tengah
23211;54171;Seborokrapyak;Banyuurip;Kab.;Purworejo;Jawa Tengah
23212;54171;Sokowaten;Banyuurip;Kab.;Purworejo;Jawa Tengah
23213;54171;Sumber Sari;Banyuurip;Kab.;Purworejo;Jawa Tengah
23214;54171;Surorejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23215;54171;Tanjunganom;Banyuurip;Kab.;Purworejo;Jawa Tengah
23216;54171;Tegalkuning;Banyuurip;Kab.;Purworejo;Jawa Tengah
23217;54171;Tegalrejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23218;54171;Triwarno;Banyuurip;Kab.;Purworejo;Jawa Tengah
23219;54171;Wangunrejo;Banyuurip;Kab.;Purworejo;Jawa Tengah
23220;54172;Awuawu;Ngombol;Kab.;Purworejo;Jawa Tengah
23221;54172;Bojong;Ngombol;Kab.;Purworejo;Jawa Tengah
23222;54172;Briyan;Ngombol;Kab.;Purworejo;Jawa Tengah
23223;54172;Candi;Ngombol;Kab.;Purworejo;Jawa Tengah
23224;54172;Cokroyasan;Ngombol;Kab.;Purworejo;Jawa Tengah
23225;54172;Curug;Ngombol;Kab.;Purworejo;Jawa Tengah
23226;54172;Depokrejo;Ngombol;Kab.;Purworejo;Jawa Tengah
23227;54172;Girirejo;Ngombol;Kab.;Purworejo;Jawa Tengah
23228;54172;Jeruken;Ngombol;Kab.;Purworejo;Jawa Tengah
23229;54172;Jombang;Ngombol;Kab.;Purworejo;Jawa Tengah
23230;54172;Joso;Ngombol;Kab.;Purworejo;Jawa Tengah
23231;54172;Kalitanjung;Ngombol;Kab.;Purworejo;Jawa Tengah
23232;54172;Kaliwungu Kidul;Ngombol;Kab.;Purworejo;Jawa Tengah
23233;54172;Kaliwungu Lor;Ngombol;Kab.;Purworejo;Jawa Tengah
23234;54172;Karangtalun;Ngombol;Kab.;Purworejo;Jawa Tengah
23235;54172;Keburuhan;Ngombol;Kab.;Purworejo;Jawa Tengah
23236;54172;Kedondong;Ngombol;Kab.;Purworejo;Jawa Tengah
23237;54172;Kembangkuning;Ngombol;Kab.;Purworejo;Jawa Tengah
23238;54172;Kesidan;Ngombol;Kab.;Purworejo;Jawa Tengah
23239;54172;Klandaran;Ngombol;Kab.;Purworejo;Jawa Tengah
23240;54172;Kumpulsari;Ngombol;Kab.;Purworejo;Jawa Tengah
23241;54172;Kuwukan;Ngombol;Kab.;Purworejo;Jawa Tengah
23242;54172;Laban;Ngombol;Kab.;Purworejo;Jawa Tengah
23243;54172;Malang;Ngombol;Kab.;Purworejo;Jawa Tengah
23244;54172;Mendiro;Ngombol;Kab.;Purworejo;Jawa Tengah
23245;54172;Ngentak;Ngombol;Kab.;Purworejo;Jawa Tengah
23246;54172;Ngombol;Ngombol;Kab.;Purworejo;Jawa Tengah
23247;54172;Pagak;Ngombol;Kab.;Purworejo;Jawa Tengah
23248;54172;Pejagran;Ngombol;Kab.;Purworejo;Jawa Tengah
23249;54172;Piyono;Ngombol;Kab.;Purworejo;Jawa Tengah
23250;54172;Pulutan;Ngombol;Kab.;Purworejo;Jawa Tengah
23251;54172;Rasukan;Ngombol;Kab.;Purworejo;Jawa Tengah
23252;54172;Ringgit;Ngombol;Kab.;Purworejo;Jawa Tengah
23253;54172;Seboro Pasar;Ngombol;Kab.;Purworejo;Jawa Tengah
23254;54172;Secang;Ngombol;Kab.;Purworejo;Jawa Tengah
23255;54172;Singkil Kulon;Ngombol;Kab.;Purworejo;Jawa Tengah
23256;54172;Singkil Wetan;Ngombol;Kab.;Purworejo;Jawa Tengah
23257;54172;Sruwoh;Ngombol;Kab.;Purworejo;Jawa Tengah
23258;54172;Sumberejo;Ngombol;Kab.;Purworejo;Jawa Tengah
23259;54172;Susuk;Ngombol;Kab.;Purworejo;Jawa Tengah
23260;54172;Tanjung;Ngombol;Kab.;Purworejo;Jawa Tengah
23261;54172;Tanjungrejo;Ngombol;Kab.;Purworejo;Jawa Tengah
23262;54172;Tumenggungan;Ngombol;Kab.;Purworejo;Jawa Tengah
23263;54172;Tunjungan;Ngombol;Kab.;Purworejo;Jawa Tengah
23264;54172;Walikoro;Ngombol;Kab.;Purworejo;Jawa Tengah
23265;54172;Wasiat;Ngombol;Kab.;Purworejo;Jawa Tengah
23266;54172;Wero;Ngombol;Kab.;Purworejo;Jawa Tengah
23267;54172;Wingko Sanggrahan;Ngombol;Kab.;Purworejo;Jawa Tengah
23268;54172;Wingko Sigromulyo;Ngombol;Kab.;Purworejo;Jawa Tengah
23269;54172;Wingko Tinumpuk;Ngombol;Kab.;Purworejo;Jawa Tengah
23270;54172;Wingkoharjo;Ngombol;Kab.;Purworejo;Jawa Tengah
23271;54172;Wingkomulyo;Ngombol;Kab.;Purworejo;Jawa Tengah
23272;54172;Wonoboyo;Ngombol;Kab.;Purworejo;Jawa Tengah
23273;54172;Wonoroto;Ngombol;Kab.;Purworejo;Jawa Tengah
23274;54172;Wonosari;Ngombol;Kab.;Purworejo;Jawa Tengah
23275;54172;Wonosri;Ngombol;Kab.;Purworejo;Jawa Tengah
23276;54172;Wunut;Ngombol;Kab.;Purworejo;Jawa Tengah
23277;54173;Banjarsari;Purwodadi;Kab.;Purworejo;Jawa Tengah
23278;54173;Blendung;Purwodadi;Kab.;Purworejo;Jawa Tengah
23279;54173;Bongkot;Purwodadi;Kab.;Purworejo;Jawa Tengah
23280;54173;Bragolan;Purwodadi;Kab.;Purworejo;Jawa Tengah
23281;54173;Brondongrejo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23282;54173;Bubutan;Purwodadi;Kab.;Purworejo;Jawa Tengah
23283;54173;Gedangan;Purwodadi;Kab.;Purworejo;Jawa Tengah
23284;54173;Geparang;Purwodadi;Kab.;Purworejo;Jawa Tengah
23285;54173;Gesing;Purwodadi;Kab.;Purworejo;Jawa Tengah
23286;54173;Guyangan;Purwodadi;Kab.;Purworejo;Jawa Tengah
23287;54173;Jatikontal;Purwodadi;Kab.;Purworejo;Jawa Tengah
23288;54173;Jatimalang;Purwodadi;Kab.;Purworejo;Jawa Tengah
23289;54173;Jenar Kidul;Purwodadi;Kab.;Purworejo;Jawa Tengah
23290;54173;Jenar Lor;Purwodadi;Kab.;Purworejo;Jawa Tengah
23291;54173;Jenar Wetan;Purwodadi;Kab.;Purworejo;Jawa Tengah
23292;54173;Jogoboyo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23293;54173;Jogoresan;Purwodadi;Kab.;Purworejo;Jawa Tengah
23294;54173;Karanganyar;Purwodadi;Kab.;Purworejo;Jawa Tengah
23295;54173;Karangmulyo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23296;54173;Karangsari;Purwodadi;Kab.;Purworejo;Jawa Tengah
23297;54173;Kebonsari;Purwodadi;Kab.;Purworejo;Jawa Tengah
23298;54173;Keduren;Purwodadi;Kab.;Purworejo;Jawa Tengah
23299;54173;Kentengrejo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23300;54173;Keponggok;Purwodadi;Kab.;Purworejo;Jawa Tengah
23301;54173;Kesugihan;Purwodadi;Kab.;Purworejo;Jawa Tengah
23302;54173;Ketangi;Purwodadi;Kab.;Purworejo;Jawa Tengah
23303;54173;Nampu;Purwodadi;Kab.;Purworejo;Jawa Tengah
23304;54173;Nampurejo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23305;54173;Plandi;Purwodadi;Kab.;Purworejo;Jawa Tengah
23306;54173;Pundensari;Purwodadi;Kab.;Purworejo;Jawa Tengah
23307;54173;Purwodadi;Purwodadi;Kab.;Purworejo;Jawa Tengah
23308;54173;Purwosari;Purwodadi;Kab.;Purworejo;Jawa Tengah
23309;54173;Sendangsari;Purwodadi;Kab.;Purworejo;Jawa Tengah
23310;54173;Sidoharjo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23311;54173;Sukomanah;Purwodadi;Kab.;Purworejo;Jawa Tengah
23312;54173;Sumberejo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23313;54173;Sumbersari;Purwodadi;Kab.;Purworejo;Jawa Tengah
23314;54173;Tegalaren;Purwodadi;Kab.;Purworejo;Jawa Tengah
23315;54173;Tlogorejo;Purwodadi;Kab.;Purworejo;Jawa Tengah
23316;54173;Watukuro;Purwodadi;Kab.;Purworejo;Jawa Tengah
23317;54174;Bagelen;Bagelen;Kab.;Purworejo;Jawa Tengah
23318;54174;Bapangsari;Bagelen;Kab.;Purworejo;Jawa Tengah
23319;54174;Bugel;Bagelen;Kab.;Purworejo;Jawa Tengah
23320;54174;Clapar;Bagelen;Kab.;Purworejo;Jawa Tengah
23321;54174;Dadirejo;Bagelen;Kab.;Purworejo;Jawa Tengah
23322;54174;Durensari;Bagelen;Kab.;Purworejo;Jawa Tengah
23323;54174;Hargorojo;Bagelen;Kab.;Purworejo;Jawa Tengah
23324;54174;Kalirejo;Bagelen;Kab.;Purworejo;Jawa Tengah
23325;54174;Kemanukan;Bagelen;Kab.;Purworejo;Jawa Tengah
23326;54174;Krendetan;Bagelen;Kab.;Purworejo;Jawa Tengah
23327;54174;Piji;Bagelen;Kab.;Purworejo;Jawa Tengah
23328;54174;Semagung;Bagelen;Kab.;Purworejo;Jawa Tengah
23329;54174;Semono;Bagelen;Kab.;Purworejo;Jawa Tengah
23330;54174;Soko;Bagelen;Kab.;Purworejo;Jawa Tengah
23331;54174;Sokoagung;Bagelen;Kab.;Purworejo;Jawa Tengah
23332;54174;Somorejo;Bagelen;Kab.;Purworejo;Jawa Tengah
23333;54174;Tlogokotes;Bagelen;Kab.;Purworejo;Jawa Tengah
23334;54175;Donorejo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23335;54175;Gunungwangi;Kaligesing;Kab.;Purworejo;Jawa Tengah
23336;54175;Hardimulyo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23337;54175;Hulosobo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23338;54175;Jatirejo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23339;54175;Jelok;Kaligesing;Kab.;Purworejo;Jawa Tengah
23340;54175;Kaligono;Kaligesing;Kab.;Purworejo;Jawa Tengah
23341;54175;Kaliharjo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23342;54175;Kedunggubah;Kaligesing;Kab.;Purworejo;Jawa Tengah
23343;54175;Ngadirejo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23344;54175;Ngaran;Kaligesing;Kab.;Purworejo;Jawa Tengah
23345;54175;Pandanrejo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23346;54175;Pucungroto;Kaligesing;Kab.;Purworejo;Jawa Tengah
23347;54175;Purbowono;Kaligesing;Kab.;Purworejo;Jawa Tengah
23348;54175;Somongari;Kaligesing;Kab.;Purworejo;Jawa Tengah
23349;54175;Somowono;Kaligesing;Kab.;Purworejo;Jawa Tengah
23350;54175;Sudorogo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23351;54175;Tawangsari;Kaligesing;Kab.;Purworejo;Jawa Tengah
23352;54175;Tlogo Rejo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23353;54175;Tlogobulu;Kaligesing;Kab.;Purworejo;Jawa Tengah
23354;54175;Tlogoguwo;Kaligesing;Kab.;Purworejo;Jawa Tengah
23355;54181;Banyuasin Kembaran;Loano;Kab.;Purworejo;Jawa Tengah
23356;54181;Banyuasin Separe;Loano;Kab.;Purworejo;Jawa Tengah
23357;54181;Guyangan;Loano;Kab.;Purworejo;Jawa Tengah
23358;54181;Jetis;Loano;Kab.;Purworejo;Jawa Tengah
23359;54181;Kali Glagah;Loano;Kab.;Purworejo;Jawa Tengah
23360;54181;Kalikalong;Loano;Kab.;Purworejo;Jawa Tengah
23361;54181;Kalinongko;Loano;Kab.;Purworejo;Jawa Tengah
23362;54181;Kalisemo;Loano;Kab.;Purworejo;Jawa Tengah
23363;54181;Karangrejo;Loano;Kab.;Purworejo;Jawa Tengah
23364;54181;Kebongunung;Loano;Kab.;Purworejo;Jawa Tengah
23365;54181;Kedungpoh;Loano;Kab.;Purworejo;Jawa Tengah
23366;54181;Kemejing;Loano;Kab.;Purworejo;Jawa Tengah
23367;54181;Loano;Loano;Kab.;Purworejo;Jawa Tengah
23368;54181;Maron;Loano;Kab.;Purworejo;Jawa Tengah
23369;54181;Mudalrejo;Loano;Kab.;Purworejo;Jawa Tengah
23370;54181;Ngargosari;Loano;Kab.;Purworejo;Jawa Tengah
23371;54181;Rimun;Loano;Kab.;Purworejo;Jawa Tengah
23372;54181;Sedayu;Loano;Kab.;Purworejo;Jawa Tengah
23373;54181;Tepansari;Loano;Kab.;Purworejo;Jawa Tengah
23374;54181;Tridadi;Loano;Kab.;Purworejo;Jawa Tengah
23375;54181;Trirejo;Loano;Kab.;Purworejo;Jawa Tengah
23376;54183;Bener;Bener;Kab.;Purworejo;Jawa Tengah
23377;54183;Benowo;Bener;Kab.;Purworejo;Jawa Tengah
23378;54183;Bleber;Bener;Kab.;Purworejo;Jawa Tengah
23379;54183;Cacaban Kidul;Bener;Kab.;Purworejo;Jawa Tengah
23380;54183;Cacaban Lor;Bener;Kab.;Purworejo;Jawa Tengah
23381;54183;Guntur;Bener;Kab.;Purworejo;Jawa Tengah
23382;54183;Jati;Bener;Kab.;Purworejo;Jawa Tengah
23383;54183;Kali Urip;Bener;Kab.;Purworejo;Jawa Tengah
23384;54183;Kaliboto;Bener;Kab.;Purworejo;Jawa Tengah
23385;54183;Kalijambe;Bener;Kab.;Purworejo;Jawa Tengah
23386;54183;Kalitapas;Bener;Kab.;Purworejo;Jawa Tengah
23387;54183;Kaliwader;Bener;Kab.;Purworejo;Jawa Tengah
23388;54183;Kamijoro;Bener;Kab.;Purworejo;Jawa Tengah
23389;54183;Karang Sari;Bener;Kab.;Purworejo;Jawa Tengah
23390;54183;Kedung Loteng;Bener;Kab.;Purworejo;Jawa Tengah
23391;54183;Kedung Pucang;Bener;Kab.;Purworejo;Jawa Tengah
23392;54183;Ketosari;Bener;Kab.;Purworejo;Jawa Tengah
23393;54183;Legetan;Bener;Kab.;Purworejo;Jawa Tengah
23394;54183;Limbangan;Bener;Kab.;Purworejo;Jawa Tengah
23395;54183;Mayung Sari;Bener;Kab.;Purworejo;Jawa Tengah
23396;54183;Medono;Bener;Kab.;Purworejo;Jawa Tengah
23397;54183;Ngasinan;Bener;Kab.;Purworejo;Jawa Tengah
23398;54183;Nglaris;Bener;Kab.;Purworejo;Jawa Tengah
23399;54183;Pekacangan;Bener;Kab.;Purworejo;Jawa Tengah
23400;54183;Sendangsari;Bener;Kab.;Purworejo;Jawa Tengah
23401;54183;Sidomukti;Bener;Kab.;Purworejo;Jawa Tengah
23402;54183;Sukowuwuh;Bener;Kab.;Purworejo;Jawa Tengah
23403;54183;Wadas;Bener;Kab.;Purworejo;Jawa Tengah
23404;54191;Bendosari;Gebang;Kab.;Purworejo;Jawa Tengah
23405;54191;Bulus;Gebang;Kab.;Purworejo;Jawa Tengah
23406;54191;Gebang;Gebang;Kab.;Purworejo;Jawa Tengah
23407;54191;Gintungan;Gebang;Kab.;Purworejo;Jawa Tengah
23408;54191;Kalitengkek;Gebang;Kab.;Purworejo;Jawa Tengah
23409;54191;Kragilan;Gebang;Kab.;Purworejo;Jawa Tengah
23410;54191;Kroyo;Gebang;Kab.;Purworejo;Jawa Tengah
23411;54191;Lugosobo;Gebang;Kab.;Purworejo;Jawa Tengah
23412;54191;Mlaran;Gebang;Kab.;Purworejo;Jawa Tengah
23413;54191;Ngaglik;Gebang;Kab.;Purworejo;Jawa Tengah
23414;54191;Ngemplak;Gebang;Kab.;Purworejo;Jawa Tengah
23415;54191;Pakem;Gebang;Kab.;Purworejo;Jawa Tengah
23416;54191;Pelutan;Gebang;Kab.;Purworejo;Jawa Tengah
23417;54191;Penungkulan;Gebang;Kab.;Purworejo;Jawa Tengah
23418;54191;Prumben;Gebang;Kab.;Purworejo;Jawa Tengah
23419;54191;Redin;Gebang;Kab.;Purworejo;Jawa Tengah
23420;54191;Rendeng;Gebang;Kab.;Purworejo;Jawa Tengah
23421;54191;Salam;Gebang;Kab.;Purworejo;Jawa Tengah
23422;54191;Seren;Gebang;Kab.;Purworejo;Jawa Tengah
23423;54191;Sidoleren;Gebang;Kab.;Purworejo;Jawa Tengah
23424;54191;Tlogosono;Gebang;Kab.;Purworejo;Jawa Tengah
23425;54191;Winong Kidul;Gebang;Kab.;Purworejo;Jawa Tengah
23426;54191;Winong Lor;Gebang;Kab.;Purworejo;Jawa Tengah
23427;54191;Wonotopo;Gebang;Kab.;Purworejo;Jawa Tengah
23428;54211;Bandung;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23429;54212;Kaligesing;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23430;54212;Karangrejo;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23431;54212;Karangwuluh;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23432;54212;Kebondalem;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23433;54212;Kemadu Lor;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23434;54212;Kepuh;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23435;54212;Kiyangkongrejo;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23436;54212;Kuwurejo;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23437;54212;Majir;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23438;54212;Pacor;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23439;54212;Pringgowijayan;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23440;54212;Purwosari;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23441;54212;Semawung Daleman;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23442;54212;Semawung Kembaran;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23443;54212;Sidarum;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23444;54212;Sokoharjo;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23445;54212;Suren;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23446;54212;Tepus Kulon;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23447;54212;Tepus Wetan;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23448;54212;Tunggorono;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23449;54212;Tuntungpahit;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23450;54212;Tursino;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23451;54212;Wirun;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23452;54214;Katerban;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23453;54215;Bayem;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23454;54222;Bandungrejo;Bayan;Kab.;Purworejo;Jawa Tengah
23455;54223;Besole;Bayan;Kab.;Purworejo;Jawa Tengah
23456;54224;Bandung Kidul;Bayan;Kab.;Purworejo;Jawa Tengah
23457;54224;Banjarejo;Bayan;Kab.;Purworejo;Jawa Tengah
23458;54224;Bayan;Bayan;Kab.;Purworejo;Jawa Tengah
23459;54224;Boto Daleman;Bayan;Kab.;Purworejo;Jawa Tengah
23460;54224;Botorejo;Bayan;Kab.;Purworejo;Jawa Tengah
23461;54224;Bringin;Bayan;Kab.;Purworejo;Jawa Tengah
23462;54224;Dewi;Bayan;Kab.;Purworejo;Jawa Tengah
23463;54224;Dukuhrejo;Bayan;Kab.;Purworejo;Jawa Tengah
23464;54224;Grantung;Bayan;Kab.;Purworejo;Jawa Tengah
23465;54224;Jatingarang;Bayan;Kab.;Purworejo;Jawa Tengah
23466;54224;Jono;Bayan;Kab.;Purworejo;Jawa Tengah
23467;54224;Jrakah;Bayan;Kab.;Purworejo;Jawa Tengah
23468;54224;Kalimiru;Bayan;Kab.;Purworejo;Jawa Tengah
23469;54224;Ketiwijayan;Bayan;Kab.;Purworejo;Jawa Tengah
23470;54224;Krandegan;Bayan;Kab.;Purworejo;Jawa Tengah
23471;54224;Pekutan;Bayan;Kab.;Purworejo;Jawa Tengah
23472;54224;Pogung Juru Tengah;Bayan;Kab.;Purworejo;Jawa Tengah
23473;54224;Pogungkalangan;Bayan;Kab.;Purworejo;Jawa Tengah
23474;54224;Pogungrejo;Bayan;Kab.;Purworejo;Jawa Tengah
23475;54224;Pucang Agung;Bayan;Kab.;Purworejo;Jawa Tengah
23476;54224;Sambeng;Bayan;Kab.;Purworejo;Jawa Tengah
23477;54224;Sucenjuru Tengah;Bayan;Kab.;Purworejo;Jawa Tengah
23478;54224;Tangkisan;Bayan;Kab.;Purworejo;Jawa Tengah
23479;54224;Tanjungrejo;Bayan;Kab.;Purworejo;Jawa Tengah
23480;54251;Kutoarjo;Kutoarjo;Kab.;Purworejo;Jawa Tengah
23481;54261;Blimbing;Bruno;Kab.;Purworejo;Jawa Tengah
23482;54261;Brondong;Bruno;Kab.;Purworejo;Jawa Tengah
23483;54261;Brunorejo;Bruno;Kab.;Purworejo;Jawa Tengah
23484;54261;Brunosari;Bruno;Kab.;Purworejo;Jawa Tengah
23485;54261;Cepedak;Bruno;Kab.;Purworejo;Jawa Tengah
23486;54261;Giyombong;Bruno;Kab.;Purworejo;Jawa Tengah
23487;54261;Gowong;Bruno;Kab.;Purworejo;Jawa Tengah
23488;54261;Gunung Condong;Bruno;Kab.;Purworejo;Jawa Tengah
23489;54261;Kaliwungu;Bruno;Kab.;Purworejo;Jawa Tengah
23490;54261;Kambangan;Bruno;Kab.;Purworejo;Jawa Tengah
23491;54261;Karanggedang;Bruno;Kab.;Purworejo;Jawa Tengah
23492;54261;Kemranggen;Bruno;Kab.;Purworejo;Jawa Tengah
23493;54261;Pakisarum;Bruno;Kab.;Purworejo;Jawa Tengah
23494;54261;Plipiran;Bruno;Kab.;Purworejo;Jawa Tengah
23495;54261;Puspo;Bruno;Kab.;Purworejo;Jawa Tengah
23496;54261;Somoleter;Bruno;Kab.;Purworejo;Jawa Tengah
23497;54261;Tegalsari;Bruno;Kab.;Purworejo;Jawa Tengah
23498;54261;Watuduwur;Bruno;Kab.;Purworejo;Jawa Tengah
23499;54262;Bedono Karangduwur;Kemiri;Kab.;Purworejo;Jawa Tengah
23500;54262;Bedono Kluwung;Kemiri;Kab.;Purworejo;Jawa Tengah
23501;54262;Bedono Pageron;Kemiri;Kab.;Purworejo;Jawa Tengah
23502;54262;Dilem;Kemiri;Kab.;Purworejo;Jawa Tengah
23503;54262;Gedong;Kemiri;Kab.;Purworejo;Jawa Tengah
23504;54262;Gesikan;Kemiri;Kab.;Purworejo;Jawa Tengah
23505;54262;Girijoyo;Kemiri;Kab.;Purworejo;Jawa Tengah
23506;54262;Girimulyo;Kemiri;Kab.;Purworejo;Jawa Tengah
23507;54262;Gunungteges;Kemiri;Kab.;Purworejo;Jawa Tengah
23508;54262;Jatiwangsan;Kemiri;Kab.;Purworejo;Jawa Tengah
23509;54262;Kaliglagah;Kemiri;Kab.;Purworejo;Jawa Tengah
23510;54262;Kalimeneng;Kemiri;Kab.;Purworejo;Jawa Tengah
